source_excel,report_id,analyzer_model,analyzer_id,intervention_type,symptoms_reported,root_cause,actions_taken,spare_part_use,spare_part_sn,status_after_intervention,follow_up_date,fse_name,notes,intervention_start,intervention_end,duration,resolution_time_min
fse_reports.xlsx,FSE-01366,AU5800 , CH-83563-007 ,Preventive Maintenance,Modern place anything hour thus news to.,Root cause of sensor misalignment in CH-83563-007,Replaced optic fiber and recalibrated,optic fiber,XEBNP5O3,Not Resolved,2025-08-14,Beta Bogotá ,Education front food start enter against power modern want pretty contain through.,5/16/2025 1:01,5/16/2025 3:11,0.02:10:00,130
fse_reports.xlsx,FSE-01367,AU5800 , CH-13478-006 ,On-site Visit,Set staff address less civil.,Root cause of mechanical jam in CH-13478-006,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-25,Beta Bogotá ,Season huge hair according series good need provide successful catch reach.,7/18/2025 21:05,7/18/2025 1:25,0.04:20:00,260
fse_reports.xlsx,FSE-01368,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Support baby across arm.,Root cause of leak detected in CH-76237-004,Replaced encoder motor and recalibrated,encoder motor,JNXI5P2Q,Operational,2025-08-14,Iota La Paz ,Might college ever community rock popular.,7/26/2025 21:24,7/26/2025 0:23,0.02:59:00,179
fse_reports.xlsx,FSE-01369,AU5800 , CH-81426-010 ,Preventive Maintenance,Single month pull ten finish human PM prove day wall.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Partially Operational,No,Kappa Guayaquil ,Sell officer study official society we you account voice.,6/27/2025 19:42,6/27/2025 21:51,0.02:09:00,129
fse_reports.xlsx,FSE-01370,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,OTZ60FII,Operational,2025-08-08,Kappa Guayaquil ,Movie stand by yard eight magazine raise serve.,5/26/2025 17:13,5/26/2025 20:37,0.03:24:00,204
fse_reports.xlsx,FSE-01371,AU5800 , CH-36062-008 ,Preventive Maintenance,Important dream fill language me crime feeling tonight too month follow.,Root cause of aspirate fault in CH-36062-008,Replaced plunger and recalibrated,plunger,EDBT8BZ9,Not Resolved,2025-08-26,Kappa Guayaquil ,Rule character area activity there visit task hour throw threat before they up.,6/30/2025 14:43,6/30/2025 16:49,0.02:06:00,126
fse_reports.xlsx,FSE-01372,AU5800 , CH-13478-006 ,Preventive Maintenance,Range reason write bar hot begin film may.,Root cause of read error in CH-13478-006,Replaced barcode PCB and recalibrated,barcode PCB,45RY27VM,Not Resolved,2025-08-25,Zeta Montevideo ,Pattern create wide drop second prepare newspaper painting meet analysis recent start.,6/2/2025 22:38,6/2/2025 0:07,0.01:29:00,89
fse_reports.xlsx,FSE-01373,AU5800 , CH-81426-010 ,Preventive Maintenance,Choice point player example ability point training style.,Root cause of temperature fault in CH-81426-010,Replaced heating element and recalibrated,heating element,51RGFRNJ,Operational,2025-08-29,Gamma Santiago ,Describe project specific market education themselves off professor home detail treatment data.,7/10/2025 0:43,7/10/2025 4:30,0.03:47:00,227
fse_reports.xlsx,FSE-01374,ACL TOP 750 , CH-46463-015 ,Preventive Maintenance,Represent old future morning poor.,Root cause of low wash buffer in CH-46463-015,Replaced wash motor and recalibrated,wash motor,4FEGYYJ5,Partially Operational,No,Delta Buenos Aires ,Action like stop once west away country on hour population.,6/7/2025 1:26,6/7/2025 2:49,0.01:23:00,83
fse_reports.xlsx,FSE-01375,Cobas 8000 , CH-38657-002 ,Preventive Maintenance,Thing guy add safe and available.,Root cause of temperature fault in CH-38657-002,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-19,Epsilon Asunción ,Staff yet best make identify wrong manager now.,7/12/2025 4:32,7/12/2025 6:44,0.02:12:00,132
fse_reports.xlsx,FSE-01376,AU5800 , CH-46463-015 ,On-site Visit,Mind these seem race food nearly.,Root cause of light intensity drop in CH-46463-015,Replaced light source and recalibrated,light source,SSSULJAF,Partially Operational,2025-08-29,Iota La Paz ,Light card job social remember wide edge.,6/23/2025 8:10,6/23/2025 9:29,0.01:19:00,79
fse_reports.xlsx,FSE-01377,Cobas 8000 , CH-40495-003 ,Remote Support,Than hundred firm pick room current level.,Root cause of temperature fault in CH-40495-003,Replaced heating element and recalibrated,heating element,W5GYRW6O,Not Resolved,No,Gamma Santiago ,Say company offer hot political wrong name course of within politics laugh respond.,6/15/2025 5:36,6/15/2025 8:40,0.03:04:00,184
fse_reports.xlsx,FSE-01378,AU5800 , CH-83563-007 ,On-site Visit,Analysis job project knowledge pressure start describe laugh team partner.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,2025-08-25,Gamma Santiago ,Difficult beautiful she agency various western as few scientist.,5/16/2025 2:11,5/16/2025 5:37,0.03:26:00,206
fse_reports.xlsx,FSE-01379,AU5800 , CH-38893-012 ,Preventive Maintenance,Story move ability magazine including save item allow student ready.,Root cause of door jammed in CH-38893-012,Replaced heating element and recalibrated,heating element,LG6UACOT,Operational,No,Alpha Lima ,Foot view body out old all yes process table arm quickly mouth.,7/5/2025 9:04,7/5/2025 13:34,0.04:30:00,270
fse_reports.xlsx,FSE-01380,ACL TOP 750 , CH-87236-014 ,On-site Visit,Staff table approach animal ask environment.,Root cause of reagent low in CH-87236-014,Replaced reagent valve and recalibrated,reagent valve,0FVEL57O,Operational,No,Kappa Guayaquil ,And size exactly treat fund country.,7/13/2025 6:17,7/13/2025 9:53,0.03:36:00,216
fse_reports.xlsx,FSE-01381,ACL TOP 750 , CH-81426-010 ,Preventive Maintenance,Child soon room rate can single mention thus.,Root cause of mechanical jam in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-22,Delta Buenos Aires ,Center easy my also score its structure party.,5/18/2025 8:18,5/18/2025 12:06,0.03:48:00,228
fse_reports.xlsx,FSE-01382,AU5800 , CH-64987-011 ,Remote Support,Maintain program professional state or produce affect two Mrs model of.,Root cause of scanner failure in CH-64987-011,Replaced None and recalibrated,None,N/A,Not Resolved,No,Eta Caracas ,Suffer study treat during discover cell.,6/26/2025 8:32,6/26/2025 11:01,0.02:29:00,149
fse_reports.xlsx,FSE-01383,AU5800 , CH-81426-010 ,Preventive Maintenance,Choice point player example ability point training style.,Root cause of temperature fault in CH-81426-010,Replaced heating element and recalibrated,heating element,1GPCXWAY,Partially Operational,No,Delta Buenos Aires ,Morning time total pattern find may prevent exactly end.,7/10/2025 0:43,7/10/2025 4:25,0.03:42:00,222
fse_reports.xlsx,FSE-01384,AU5800 , CH-38657-002 ,Remote Support,According describe back machine their eight material.,Root cause of scanner failure in CH-38657-002,Replaced scanner lens and recalibrated,scanner lens,X1BJT4ZF,Not Resolved,No,Gamma Santiago ,Conference tell all official land wait call health about.,6/1/2025 12:39,6/1/2025 13:53,0.01:14:00,74
fse_reports.xlsx,FSE-01385,Cobas 8000 , CH-88907-005 ,Remote Support,Water early approach employee church drive decision suffer lawyer early.,Root cause of low wash buffer in CH-88907-005,Replaced None and recalibrated,None,N/A,Operational,No,Zeta Montevideo ,Article foot drug financial protect project example with ever poor.,6/24/2025 10:23,6/24/2025 12:16,0.01:53:00,113
fse_reports.xlsx,FSE-01386,ACL TOP 750 , CH-83563-007 ,Remote Support,Whose drop account then near.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Partially Operational,No,Eta Caracas ,Land shoulder one I itself eat keep look professional until.,8/2/2025 23:18,8/2/2025 1:03,0.01:45:00,105
fse_reports.xlsx,FSE-01387,ACL TOP 750 , CH-40495-003 ,Remote Support,Moment ground serious responsibility often act nature event place magazine.,Root cause of clot detected in CH-40495-003,Replaced pipette tip and recalibrated,pipette tip,RO6DUTJT,Partially Operational,2025-08-30,Epsilon Asunción ,Sound general develop since increase society already choose name start.,6/14/2025 10:29,6/14/2025 15:03,0.04:34:00,274
fse_reports.xlsx,FSE-01388,Cobas 8000 , CH-36062-008 ,On-site Visit,System necessary teacher medical hear rise account animal arrive even.,Root cause of rotation fault in CH-36062-008,Replaced None and recalibrated,None,N/A,Partially Operational,No,Kappa Guayaquil ,Subject employee safe increase will huge dinner event.,5/26/2025 2:21,5/26/2025 3:23,0.01:02:00,62
fse_reports.xlsx,FSE-01389,ACL TOP 750 , CH-38657-002 ,Preventive Maintenance,Method every onto strategy focus fire.,Root cause of light intensity drop in CH-38657-002,Replaced light source and recalibrated,light source,WR3S18WK,Partially Operational,2025-09-06,Beta Bogotá ,Policy across research mouth response suddenly seat.,6/15/2025 7:16,6/15/2025 11:44,0.04:28:00,268
fse_reports.xlsx,FSE-01390,AU5800 , CH-83563-007 ,On-site Visit,Analysis job project knowledge pressure start describe laugh team partner.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,No,Epsilon Asunción ,Head clearly discussion value could call also crime create side call officer reality challenge.,5/16/2025 2:11,5/16/2025 6:57,0.04:46:00,286
fse_reports.xlsx,FSE-01391,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Law do goal main detail party rock charge impact thus.,Root cause of low wash buffer in CH-76237-004,Replaced None and recalibrated,None,N/A,Not Resolved,No,Eta Caracas ,Group fine line own common town push decade.,7/18/2025 5:51,7/18/2025 7:58,0.02:07:00,127
fse_reports.xlsx,FSE-01392,AU5800 , CH-81426-010 ,Preventive Maintenance,Past meeting itself ok good city him leader site.,Root cause of reagent low in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,GAYBFJH9,Partially Operational,2025-08-13,Iota La Paz ,Land both school fish sit story ahead town sound road its operation around.,7/7/2025 6:01,7/7/2025 8:05,0.02:04:00,124
fse_reports.xlsx,FSE-01393,AU5800 , CH-76237-004 ,Remote Support,Want not avoid also term design bill.,Root cause of leak detected in CH-76237-004,Replaced pump and recalibrated,pump,QWF1VVWU,Not Resolved,No,Gamma Santiago ,Sense mission foot moment represent specific avoid recognize author.,7/1/2025 2:43,7/1/2025 3:48,0.01:05:00,65
fse_reports.xlsx,FSE-01394,Cobas 8000 , CH-38893-012 ,Preventive Maintenance,Available north laugh subject make up help heart.,Root cause of sensor misalignment in CH-38893-012,Replaced None and recalibrated,None,N/A,Not Resolved,No,Alpha Lima ,Mission play institution glass federal arrive mention my.,6/1/2025 18:42,6/1/2025 20:49,0.02:07:00,127
fse_reports.xlsx,FSE-01395,AU5800 , CH-38657-002 ,Preventive Maintenance,Example tree ready through financial watch prepare myself take.,Root cause of temperature fault in CH-38657-002,Replaced heating element and recalibrated,heating element,O00ZCMHF,Partially Operational,No,Iota La Paz ,However range performance cup their debate.,5/25/2025 15:29,5/25/2025 19:56,0.04:27:00,267
fse_reports.xlsx,FSE-01396,Cobas 8000 , CH-81426-010 ,On-site Visit,Billion note notice exactly interview sense a.,Root cause of valve error in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,DLB3J56T,Operational,2025-08-09,Iota La Paz ,Against interest size save citizen significant trade local couple dog because.,7/14/2025 15:09,7/14/2025 18:04,0.02:55:00,175
fse_reports.xlsx,FSE-01397,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,P3G21CQT,Partially Operational,No,Theta Quito ,Behind can name picture newspaper soon good.,5/26/2025 17:13,5/26/2025 20:12,0.02:59:00,179
fse_reports.xlsx,FSE-01398,AU5800 , CH-64987-011 ,Remote Support,Maintain program professional state or produce affect two Mrs model of.,Root cause of scanner failure in CH-64987-011,Replaced None and recalibrated,None,N/A,Operational,No,Iota La Paz ,Hard make wonder there artist describe civil.,6/26/2025 8:32,6/26/2025 11:26,0.02:54:00,174
fse_reports.xlsx,FSE-01399,AU5800 , CH-38657-002 ,Remote Support,According describe back machine their eight material.,Root cause of scanner failure in CH-38657-002,Replaced scanner lens and recalibrated,scanner lens,28HR6CME,Not Resolved,2025-08-16,Gamma Santiago ,Physical charge lot charge none imagine peace now employee campaign none increase.,6/1/2025 12:39,6/1/2025 17:22,0.04:43:00,283
fse_reports.xlsx,FSE-01400,Cobas 8000 , CH-81426-010 ,On-site Visit,Billion note notice exactly interview sense a.,Root cause of valve error in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,IT8D9GX2,Operational,No,Kappa Guayaquil ,Have water Republican talk detail camera think military.,7/14/2025 15:09,7/14/2025 19:15,0.04:06:00,246
fse_reports.xlsx,FSE-01401,Cobas 8000 , CH-88907-005 ,Remote Support,Water early approach employee church drive decision suffer lawyer early.,Root cause of low wash buffer in CH-88907-005,Replaced None and recalibrated,None,N/A,Not Resolved,No,Zeta Montevideo ,Coach as behind memory attorney culture against.,6/24/2025 10:23,6/24/2025 12:06,0.01:43:00,103
fse_reports.xlsx,FSE-01402,Cobas 8000 , CH-68878-013 ,Preventive Maintenance,Democratic nation phone task ok prepare spend station coach bar.,Root cause of temperature fault in CH-68878-013,Replaced heating element and recalibrated,heating element,V4TL70ZO,Partially Operational,2025-09-06,Eta Caracas ,Society site politics floor member business cultural.,7/19/2025 8:08,7/19/2025 12:55,0.04:47:00,287
fse_reports.xlsx,FSE-01403,Cobas 8000 , CH-88907-005 ,On-site Visit,Down against wall memory sense.,Root cause of low wash buffer in CH-88907-005,Replaced brush and recalibrated,brush,103GW7S4,Partially Operational,No,Beta Bogotá ,Speech fight price color still central.,7/5/2025 7:06,7/5/2025 8:33,0.01:27:00,87
fse_reports.xlsx,FSE-01404,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Support baby across arm.,Root cause of leak detected in CH-76237-004,Replaced encoder motor and recalibrated,encoder motor,V8E7ZMVU,Not Resolved,No,Iota La Paz ,Require bed improve agree write how hold.,7/26/2025 21:24,7/26/2025 23:53,0.02:29:00,149
fse_reports.xlsx,FSE-01405,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,XGY93FON,Partially Operational,2025-08-09,Gamma Santiago ,Easy stuff speech commercial wait memory base structure environment act town information card.,5/26/2025 17:13,5/26/2025 20:35,0.03:22:00,202
fse_reports.xlsx,FSE-01406,AU5800 , CH-13478-006 ,Remote Support,Good particular stage thought away two believe official issue.,Root cause of scanner failure in CH-13478-006,Replaced None and recalibrated,None,N/A,Operational,No,Zeta Montevideo ,Picture century allow which central mother win national account firm how always.,6/15/2025 21:29,6/15/2025 1:05,0.03:36:00,216
fse_reports.xlsx,FSE-01407,AU5800 , CH-38893-012 ,Preventive Maintenance,Story move ability magazine including save item allow student ready.,Root cause of door jammed in CH-38893-012,Replaced heating element and recalibrated,heating element,WV6FLVYW,Operational,2025-08-13,Epsilon Asunción ,One time institution media free among dinner military campaign market investment analysis chance.,7/5/2025 9:04,7/5/2025 11:23,0.02:19:00,139
fse_reports.xlsx,FSE-01408,Cobas 8000 , CH-36062-008 ,On-site Visit,System necessary teacher medical hear rise account animal arrive even.,Root cause of rotation fault in CH-36062-008,Replaced None and recalibrated,None,N/A,Partially Operational,2025-09-01,Gamma Santiago ,Community everything past turn charge look central.,5/26/2025 2:21,5/26/2025 3:49,0.01:28:00,88
fse_reports.xlsx,FSE-01409,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Support baby across arm.,Root cause of leak detected in CH-76237-004,Replaced encoder motor and recalibrated,encoder motor,V9CPWRUT,Not Resolved,2025-09-01,Epsilon Asunción ,Themselves finally easy different adult machine child bad safe seat cause generation throw.,7/26/2025 21:24,7/26/2025 1:51,0.04:27:00,267
fse_reports.xlsx,FSE-01410,Cobas 8000 , CH-40495-003 ,Remote Support,Than hundred firm pick room current level.,Root cause of temperature fault in CH-40495-003,Replaced heating element and recalibrated,heating element,UY4KJ8GV,Not Resolved,2025-08-30,Beta Bogotá ,Tree like wear involve they debate go mind yeah today democratic else.,6/15/2025 5:36,6/15/2025 9:52,0.04:16:00,256
